0,1,2,3
https://openalex.org/W2630394794,2003,61,"['https://openalex.org/A5055710645', 'https://openalex.org/A5078476534', 'https://openalex.org/A5078491738']"
https://openalex.org/W2010990954,1998,57,"['https://openalex.org/A5055710645', 'https://openalex.org/A5079132077']"
https://openalex.org/W1981914875,2013,32,['https://openalex.org/A5055710645']
https://openalex.org/W3001617545,2020,18,"['https://openalex.org/A5002338764', 'https://openalex.org/A5055710645']"
https://openalex.org/W3173537849,2021,15,"['https://openalex.org/A5002338764', 'https://openalex.org/A5055710645']"
https://openalex.org/W2611102240,1999,52,"['https://openalex.org/A5042933023', 'https://openalex.org/A5061046334', 'https://openalex.org/A5033593347', 'https://openalex.org/A5055710645']"
https://openalex.org/W379337736,2010,32,"['https://openalex.org/A5017669758', 'https://openalex.org/A5055710645']"
https://openalex.org/W934261879,2010,32,"['https://openalex.org/A5017669758', 'https://openalex.org/A5055710645']"
https://openalex.org/W1998593585,2012,27,"['https://openalex.org/A5020837990', 'https://openalex.org/A5055710645', 'https://openalex.org/A5029418921']"
https://openalex.org/W2951364397,2014,23,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
https://openalex.org/W2070646792,1999,45,"['https://openalex.org/A5044078921', 'https://openalex.org/A5055710645', 'https://openalex.org/A5033980052']"
https://openalex.org/W1494851074,2001,42,"['https://openalex.org/A5055710645', 'https://openalex.org/A5078476534', 'https://openalex.org/A5078491738']"
https://openalex.org/W1994210570,2003,37,"['https://openalex.org/A5055710645', 'https://openalex.org/A5025070006']"
https://openalex.org/W2085360367,2013,21,"['https://openalex.org/A5055710645', 'https://openalex.org/A5076701535']"
https://openalex.org/W2951895558,2017,19,"['https://openalex.org/A5055710645', 'https://openalex.org/A5039749384', 'https://openalex.org/A5034703281']"
https://openalex.org/W1989510227,2004,34,"['https://openalex.org/A5017396293', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5047370430']"
https://openalex.org/W2951409510,2013,18,"['https://openalex.org/A5072263832', 'https://openalex.org/A5038907218', 'https://openalex.org/A5081744093', 'https://openalex.org/A5055710645']"
https://openalex.org/W1971014051,2014,17,"['https://openalex.org/A5055710645', 'https://openalex.org/A5065743725']"
https://openalex.org/W2011859899,2014,16,"['https://openalex.org/A5078401676', 'https://openalex.org/A5055710645', 'https://openalex.org/A5063633119']"
https://openalex.org/W4386564356,2018,15,"['https://openalex.org/A5055710645', 'https://openalex.org/A5052541789']"
https://openalex.org/W2018868489,2007,23,"['https://openalex.org/A5050910936', 'https://openalex.org/A5017669758', 'https://openalex.org/A5055710645', 'https://openalex.org/A5025175846']"
https://openalex.org/W1979028295,2008,20,"['https://openalex.org/A5055710645', 'https://openalex.org/A5051257652', 'https://openalex.org/A5025175846', 'https://openalex.org/A5025992076']"
https://openalex.org/W2092569022,2015,15,"['https://openalex.org/A5055710645', 'https://openalex.org/A5027041171']"
https://openalex.org/W2009453185,2015,14,"['https://openalex.org/A5023048192', 'https://openalex.org/A5017669758', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040052580', 'https://openalex.org/A5025175846']"
https://openalex.org/W2808983756,2018,14,"['https://openalex.org/A5055710645', 'https://openalex.org/A5040052580']"
https://openalex.org/W3123891012,2012,15,"['https://openalex.org/A5011012964', 'https://openalex.org/A5021261847', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084']"
https://openalex.org/W2059121683,2013,14,"['https://openalex.org/A5003881665', 'https://openalex.org/A5055710645']"
https://openalex.org/W2951617294,2013,14,"['https://openalex.org/A5081744093', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084', 'https://openalex.org/A5011012964']"
